36.8486            0.02               0.0                rapid              zams               28.8894            0.02               0.0                rapid              zams               1977.247576422911    0.1002             end                events         3930572500
6.3112             0.02               0.0                rapid              zams               4.8106             0.02               0.0                rapid              zams               2392.009398232979    0.164              end                events         1862145531
18.3527            0.02               0.0                rapid              zams               5.4476             0.02               0.0                rapid              zams               28049.69949984337    0.0116             end                events         1666641861
5.6478              0.02               0.0                rapid              zams               4.7292             0.02               0.0                rapid              zams               1768.1699512577084    0.0071             end                events         3080005433
11.1253            0.02               0.0                rapid              zams               6.8807             0.02               0.0                rapid              zams               30.96369432707597    0.3763             end                events         1835497671
23.473062178004366  0.002   0.0 rapid   zams    18.40212370006949   0.002   0.0 rapid   zams    25.57918224743226   0.44287686474069005 end all  181427732130088
29.982574966507816	0.002	0.0	rapid	zams	11.191672169736268	0.002	0.0	rapid	zams	22655.203760729568	0.9201865004589451	3.7	0.1	668208267930161
36.8486            0.02               0.0                rapid              zams               28.8894            0.02               0.0                rapid              zams               19.247576422911    0.1002             end                events         3930572500
14.7               0.0002             0.0                rapid              zams               12.6551            0.0002             0.0                rapid              zams               2087.9057524492755    0.6313             end                events         3601592928
98.1744            0.02               0.0                rapid              zams               50            0.02               0.0                rapid              zams               700.773629532923    0.1212             end                events         22770988560082
14.7               0.0002             0.0                rapid              zams               12.6551            0.0002             0.0                rapid              zams               2087.9057524492755    0.6313             end                events         3601592928
20.2647            0.02               0.0                rapid              zams               17.9394            0.02               0.0                rapid              zams               873.0824480128401    0.0911             end                events         3628763511
17            0.017               0.0                rapid              zams               4.8106             0.02               0.0                rapid              zams               23920000000000000000.009398232979    0.164              end                events         1862145531
20            0.017               0.0                rapid              zams               4.8106             0.02               0.0                rapid              zams               23920000000000000000.009398232979    0.164              end                events         1862145531
45.2889            0.02               0.0                rapid              zams               41.8663            0.02               0.0                rapid              zams               3365.003349347251    0.6894             end                events         2597386407
36.8486            0.02               0.0                rapid              zams               28.8894            0.02               0.0                rapid              zams               1977.247576422911    0.1002             end                events         3930572500
6.3112             0.02               0.0                rapid              zams               4.8106             0.02               0.0                rapid              zams               2392.009398232979    0.164              end                events         1862145531
18.3527            0.02               0.0                rapid              zams               5.4476             0.02               0.0                rapid              zams               28049.69949984337    0.0116             end                events         1666641861
5.6478              0.02               0.0                rapid              zams               4.7292             0.02               0.0                rapid              zams               1768.1699512577084    0.0071             end                events         3080005433
11.1253            0.02               0.0                rapid              zams               6.8807             0.02               0.0                rapid              zams               30.96369432707597    0.3763             end                events         1835497671
6.2547             0.02               0.0       rapid              zams               3.5579             0.02          0.0                rapid              zams               1786.418931486076 0.103              end                events         810190175
20.2647            0.02               0.0                rapid              zams               17.9394            0.02               0.0                rapid              zams               873.0824480128401    0.0911             end                events         3628763511
28.8229            0.002              0.0                rapid              zams               27.7568            0.002              0.0                rapid              zams               260.20700712898696    0.0018             end                events         1692212648
36.6884            0.02               0.0                rapid              zams               24.4139            0.02               0.0                rapid              zams               240.7717779155451    0.0886             end                events         380016709
28.8229            0.002              0.0                rapid              zams               27.7568            0.002              0.0                rapid              zams               260.20700712898696    0.0018             end                events         1692212648
34.8266            0.02               0.0                rapid              zams               30.8276            0.02               0.0                rapid              zams               2106.922890431553    0.0165             end                events         3755849463
13.0803            0.02               0.0                rapid              zams               2.2334             0.02               0.0                rapid              zams               857.7007146642204    0.0116             end                events         1168151945
12.9265            0.02               0.0                rapid              zams               2.2729             0.02               0.0                rapid              zams               843.4614018535093    0.0579             end                events         2982894262
13.016             0.02               0.0                rapid              zams               2.2031             0.02               0.0                rapid              zams               1668.6687581901003    0.6907             end                events         3751095824
34.8266            0.02               0.0                rapid              zams               30.8276            0.02               0.0                rapid              zams               2106.922890431553    0.0165             end                events         3755849463
13.2965            0.02               0.0                rapid              zams               3.1248             0.02               0.0                rapid              zams               569.2557537081694    0.092              end                events         1036113240
21.4614            0.02               0.0                rapid              zams               4.1695             0.02               0.0                rapid              zams               174.68965356524657    0.1562             end                events         2324591197
14.1042            0.02               0.0                rapid              zams               12.7406            0.02               0.0                rapid              zams               40.47266534896527    0.7356             end                events         1483925638
46.5439            0.02               0.0                rapid              zams               39.2219            0.02               0.0                rapid              zams               332.8324528897933    0.028              end                events         1035091575
7.6832             0.02               0.0                rapid              zams               2.3706             0.02               0.0                rapid              zams               17.420276767115798    0.2144             end                events         2536084019
10.5251            0.02               0.0                rapid              zams               3.5051             0.02               0.0                rapid              zams               6291.606372529172    0.5608             end                events         2337573345
12.8527            0.02               0.0                rapid              zams               2.3573             0.02               0.0                rapid              zams               793.9953008852893    0.0059             end                events         1779560590
12.8322            0.02               0.0                rapid              zams               3.4444             0.02               0.0                rapid              zams               841.1478236712818    0.2998             end                events         941715585
13.2546            0.02               0.0                rapid              zams               3.2483             0.02               0.0                rapid              zams               523.7615561511483    0.014              end                events         1551604680
5.0949             0.02               0.0                rapid              zams               3.8708             0.02               0.0                rapid              zams               15.85155609482007    0.0682             end                events         1355002370
13.0357            0.02               0.0                rapid              zams               2.4769             0.02               0.0                rapid              zams               961.4866683398432    0.1976             end                events         3949845275
37.5463            0.02               0.0                rapid              zams               15.8957            0.02               0.0                rapid              zams               3497.5880028995443    0.518              end                events         1843481188
13.336             0.02               0.0                rapid              zams               5.509              0.02               0.0                rapid              zams               375.7275224467522    0.0001             end                events         1490869289
13.0252            0.02               0.0                rapid              zams               2.6256             0.02               0.0                rapid              zams               1113.1112901216466    0.6449             end                events         2365566092
13.1787            0.02               0.0                rapid              zams               2.8413             0.02               0.0                rapid              zams               607.2987764796773    0.0028             end                events         1119809590
17.1424            0.02               0.0                rapid              zams               4.6099             0.02               0.0                rapid              zams               477.31712874169455    0.1383             end                events         2538612467
12.9899            0.02               0.0                rapid              zams               2.6167             0.02               0.0                rapid              zams               906.2276595070656    0.5243             end                events         59263916
72.4203            0.02               0.0                rapid              zams               58.9593            0.02               0.0                rapid              zams               883.6049012465754    0.3053             end                events         1708739972
7.9373             0.02               0.0                rapid              zams               6.7353             0.02               0.0                rapid              zams               22.86419072148553    0.7763             end                events         691908329
13.7803            0.02               0.0                rapid              zams               2.3536             0.02               0.0                rapid              zams               767.6423128609201    0.0565             end                events         2483537972
15.769             0.02               0.0                rapid              zams               2.2202             0.02               0.0                rapid              zams               631.565302075696    0.1428             end                events         1202122840
71.6529            0.02               0.0                rapid              zams               58.2793            0.02               0.0                rapid              zams               751.7390149069522    0.1543             end                events         653751612
20.031             0.02               0.0                rapid              zams               18.906             0.02               0.0                rapid              zams               89.564636981306    0.7971             end                events         3265875802
17.0657            0.02               0.0                rapid              zams               2.9994             0.02               0.0                rapid              zams               382.7341555180491    0.0762             end                events         1404305767
8.3209             0.02               0.0                rapid              zams               2.3108             0.02               0.0                rapid              zams               27.07092911812853    0.8471             end                events         821365720
13.1407            0.02               0.0                rapid              zams               2.2141             0.02               0.0                rapid              zams               889.7967614133341    0.2996             end                events         1329263068
8.7063             0.02               0.0                rapid              zams               2.3128             0.02               0.0                rapid              zams               334.1172741734107    0.714              end                events         3995424759
47.0664            0.02               0.0                rapid              zams               39.7988            0.02               0.0                rapid              zams               569.814874610234    0.0903             end                events         870281188
8.3396             0.02               0.0                rapid              zams               4.8677             0.02               0.0                rapid              zams               2931.029140953109    0.8244             end                events         1797258440
13.0803            0.02               0.0                rapid              zams               2.2334             0.02               0.0                rapid              zams               857.7007146642204    0.0116             end                events         1168151945
43.9394            0.02               0.0                rapid              zams               37.7788            0.02               0.0                rapid              zams               1077.304217592636    0.0618             end                events         3673020960
71.5309            0.02               0.0                rapid              zams               58.5764            0.02               0.0                rapid              zams               887.7744591638473    0.1734             end                events         4075981426
5.2171             0.02               0.0                rapid              zams               4.5089             0.02               0.0                rapid              zams               32793.20440227279    0.3224             end                events         480657288

13.0803            0.02               0.0                rapid              zams               2.2334             0.02               0.0                rapid              zams               857.7007146642204    0.0116             end                events         1168151945

2.2 xxx 0.0 xxx zams 2.0NS xxx 0.0 xxx zams 500.31 0.0 xxx xxx 346146609

11.8318 xxx 0.0 xxx 0.6 9.6057 xxx 0.0 xxx 0.6 18.10414384143373 0.1012 xxx xxx 3435554880
13.4718 xxx 0.0 xxx 0.6 10.9552 xxx 0.0 xxx 0.6 97.78153896373188 0.008 xxx xxx 921775394
9.3025 xxx 0.0 xxx 0.6 8.45 xxx 0.0 xxx 0.6 246.11744795910218 0.0572 xxx xxx 4046217782
11.6776 xxx 0.0 xxx 0.6 10.5508 xxx 0.0 xxx 0.6 68.88707444123087 0.3225 xxx xxx 3202105006
11.710999999999999 xxx 0.0 xxx 0.6 8.0888 xxx 0.0 xxx 0.6 735.7398424647397 0.0008 xxx xxx 4094076902
13.0334 xxx 0.0 xxx 0.6 9.7296 xxx 0.0 xxx 0.6 15.612970711672805 0.4824 xxx xxx 206369220
11.1976 xxx 0.0 xxx 0.6 8.9388 xxx 0.0 xxx 0.6 1613.0236638622328 0.5487 xxx xxx 336710920
9.5924 xxx 0.0 xxx 0.6 8.5501 xxx 0.0 xxx 0.6 378.2885757837939 0.3283 xxx xxx 2855082917
8.8403 xxx 0.0 xxx 0.6 8.0631 xxx 0.0 xxx 0.6 23.89668928610975 0.027999999999999997 xxx xxx 4218981254
11.7955 xxx 0.0 xxx 0.6 9.6668 xxx 0.0 xxx 0.6 546.5672483783794 0.8438 xxx xxx 1658285489
15.5349 xxx 0.0 xxx 0.6 10.7858 xxx 0.0 xxx 0.6 825.4483382274104 0.2789 xxx xxx 3855702590
12.227 xxx 0.0 xxx 0.6 8.2198 xxx 0.0 xxx 0.6 21.211513764376853 0.1329 xxx xxx 875405572
9.0335 xxx 0.0 xxx 0.6 8.1768 xxx 0.0 xxx 0.6 17.832158332177173 0.6018 xxx xxx 3493696648
15.1308 xxx 0.0 xxx 0.6 8.9297 xxx 0.0 xxx 0.6 345.6051167463992 0.8208 xxx xxx 2342066319
14.607000000000001 xxx 0.0 xxx 0.6 13.1973 xxx 0.0 xxx 0.6 20.281839423666888 0.5351 xxx xxx 3329387283
13.0272 xxx 0.0 xxx 0.6 12.1284 xxx 0.0 xxx 0.6 133.5891206414397 0.2098 xxx xxx 134280072
12.0451 xxx 0.0 xxx 0.6 10.1662 xxx 0.0 xxx 0.6 159.48840663946453 0.1623 xxx xxx 3981040550
13.1425 xxx 0.0 xxx 0.6 8.7514 xxx 0.0 xxx 0.6 20.507056886995308 0.0305 xxx xxx 531438004
12.415 xxx 0.0 xxx 0.6 11.0084 xxx 0.0 xxx 0.6 18.84223308173621 0.2046 xxx xxx 2907018066
15.3659 xxx 0.0 xxx 0.6 14.4875 xxx 0.0 xxx 0.6 35.69803877984829 0.546 xxx xxx 2509514248
12.0496 xxx 0.0 xxx 0.6 11.8562 xxx 0.0 xxx 0.6 44.95517627063428 0.1411 xxx xxx 3413251628
9.5659 xxx 0.0 xxx 0.6 8.2548 xxx 0.0 xxx 0.6 280.5580619321695 0.0299 xxx xxx 1517853566
12.1512 xxx 0.0 xxx 0.6 10.37 xxx 0.0 xxx 0.6 19.415545872641253 0.0246 xxx xxx 385451891
10.3151 xxx 0.0 xxx 0.6 9.3106 xxx 0.0 xxx 0.6 19.966713411941853 0.0514 xxx xxx 1918458971
12.6428 xxx 0.0 xxx 0.6 10.4613 xxx 0.0 xxx 0.6 16.513982391395572 0.2196 xxx xxx 3753201363
11.9283 xxx 0.0 xxx 0.6 9.5175 xxx 0.0 xxx 0.6 236.08290059378263 0.3773 xxx xxx 360139286
10.4848 xxx 0.0 xxx 0.6 8.9808 xxx 0.0 xxx 0.6 21.33514706234482 0.2354 xxx xxx 268340774
8.6943 xxx 0.0 xxx 0.6 8.693999999999999 xxx 0.0 xxx 0.6 178.9962230302199 0.5539 xxx xxx 4177967329
13.3366 xxx 0.0 xxx 0.6 9.2583 xxx 0.0 xxx 0.6 49.450588654477386 0.8269 xxx xxx 168067222
9.2608 xxx 0.0 xxx 0.6 8.6351 xxx 0.0 xxx 0.6 3050.751524141029 0.0212 xxx xxx 2066420452
13.5558 xxx 0.0 xxx 0.6 8.082 xxx 0.0 xxx 0.6 151.22754905928454 0.4368 xxx xxx 82372803
9.2275 xxx 0.0 xxx 0.6 8.3876 xxx 0.0 xxx 0.6 15.563674061542402 0.1117 xxx xxx 2813172944
14.352 xxx 0.0 xxx 0.6 8.0285 xxx 0.0 xxx 0.6 1686.5291484079812 0.2839 xxx xxx 2497352227
11.4776 xxx 0.0 xxx 0.6 8.9862 xxx 0.0 xxx 0.6 20.77957424999101 0.3963 xxx xxx 3305904269
14.4739 xxx 0.0 xxx 0.6 12.4848 xxx 0.0 xxx 0.6 250.18048109881158 0.8554 xxx xxx 985507394
10.6336 xxx 0.0 xxx 0.6 8.1242 xxx 0.0 xxx 0.6 519.6735046717438 0.8304 xxx xxx 3794415265
14.125 xxx 0.0 xxx 0.6 12.8993 xxx 0.0 xxx 0.6 589.0941450775788 0.1513 xxx xxx 1259918829
9.8714 xxx 0.0 xxx 0.6 8.3387 xxx 0.0 xxx 0.6 25.761595588695545 0.2074 xxx xxx 2274532988
12.1119 xxx 0.0 xxx 0.6 11.6216 xxx 0.0 xxx 0.6 27.12217565111857 0.4182 xxx xxx 896908758
11.8318 xxx 0.0 xxx 0.6 9.6057 xxx 0.0 xxx 0.6 18.10414384143373 0.1012 xxx xxx 3435554880
8.3426 xxx 0.0 xxx 0.6 8.0115 xxx 0.0 xxx 0.6 21.74192856555552 0.6016 xxx xxx 572461232
11.1426 xxx 0.0 xxx 0.6 11.1424 xxx 0.0 xxx 0.6 636.4121565181401 0.4695 xxx xxx 41896910
11.5836 xxx 0.0 xxx 0.6 9.293 xxx 0.0 xxx 0.6 16.593845021811017 0.2113 xxx xxx 2933791285
13.9967 xxx 0.0 xxx 0.6 11.1935 xxx 0.0 xxx 0.6 35.36195705935589 0.006 xxx xxx 2585050305
13.2319 xxx 0.0 xxx 0.6 10.4324 xxx 0.0 xxx 0.6 576.7289984442945 0.3928 xxx xxx 1995832865
8.9927 xxx 0.0 xxx 0.6 8.5286 xxx 0.0 xxx 0.6 150.4624287049424 0.4118 xxx xxx 2190607498
11.3452 xxx 0.0 xxx 0.6 11.2077 xxx 0.0 xxx 0.6 26.9433773349327 0.3428 xxx xxx 2654461867
11.7969 xxx 0.0 xxx 0.6 10.5116 xxx 0.0 xxx 0.6 113.08724929663721 0.2366 xxx xxx 2746361753
13.5251 xxx 0.0 xxx 0.6 11.4809 xxx 0.0 xxx 0.6 17.901957627865176 0.3034 xxx xxx 4217313674
11.3629 xxx 0.0 xxx 0.6 8.407 xxx 0.0 xxx 0.6 145.7861297427751 0.0027 xxx xxx 4217213570
12.3086 xxx 0.0 xxx 0.6 11.6364 xxx 0.0 xxx 0.6 611.7805011787037 0.6777 xxx xxx 1010718920
10.3449 xxx 0.0 xxx 0.6 9.4583 xxx 0.0 xxx 0.6 46.00855205258779 0.0241 xxx xxx 4011326304
8.472000000000001 xxx 0.0 xxx 0.6 8.1162 xxx 0.0 xxx 0.6 38.58518910731526 0.2344 xxx xxx 2333077139
9.2937 xxx 0.0 xxx 0.6 8.4183 xxx 0.0 xxx 0.6 1596.3087779361654 0.5811 xxx xxx 346146609
15.0999 xxx 0.0 xxx 0.6 12.1018 xxx 0.0 xxx 0.6 47.099589542314774 0.1307 xxx xxx 1341881625
11.2571 xxx 0.0 xxx 0.6 8.8292 xxx 0.0 xxx 0.6 143.79964298259745 0.0884 xxx xxx 817368762
15.8658 xxx 0.0 xxx 0.6 8.4278 xxx 0.0 xxx 0.6 48.34491522019715 0.4356 xxx xxx 1361789044
11.6305 xxx 0.0 xxx 0.6 9.4913 xxx 0.0 xxx 0.6 210.7493928509916 0.0709 xxx xxx 4265509658
15.3953 xxx 0.0 xxx 0.6 13.4706 xxx 0.0 xxx 0.6 81.66619159098069 0.1685 xxx xxx 1094190344
12.3371 xxx 0.0 xxx 0.6 9.2757 xxx 0.0 xxx 0.6 24.289424455427852 0.1281 xxx xxx 2148755133
10.2929 xxx 0.0 xxx 0.6 10.2798 xxx 0.0 xxx 0.6 15.975634729332175 0.0886 xxx xxx 310205890
14.0041 xxx 0.0 xxx 0.6 8.2736 xxx 0.0 xxx 0.6 2049.4374558350432 0.8306 xxx xxx 3516463506
14.5825 xxx 0.0 xxx 0.6 8.4097 xxx 0.0 xxx 0.6 490.8488182441361 0.5001 xxx xxx 4148936078
15.2715 xxx 0.0 xxx 0.6 9.9933 xxx 0.0 xxx 0.6 261.4269553880063 0.0961 xxx xxx 2407103345
9.074 xxx 0.0 xxx 0.6 8.8797 xxx 0.0 xxx 0.6 3140.1657510943824 0.1501 xxx xxx 637601393
11.7998 xxx 0.0 xxx 0.6 11.0907 xxx 0.0 xxx 0.6 58.382898704190254 0.127 xxx xxx 2988566859
11.1915 xxx 0.0 xxx 0.6 8.4869 xxx 0.0 xxx 0.6 18.285768912944878 0.4777 xxx xxx 4199762190
14.7 xxx 0.0 xxx 0.6 12.6551 xxx 0.0 xxx 0.6 2087.9057524492755 0.6313 xxx xxx 3601592928
10.2067 xxx 0.0 xxx 0.6 8.8209 xxx 0.0 xxx 0.6 570.9358852248632 0.0607 xxx xxx 2981912710
13.2426 xxx 0.0 xxx 0.6 11.3818 xxx 0.0 xxx 0.6 36.91716350416346 0.0322 xxx xxx 59136293
10.5765 xxx 0.0 xxx 0.6 8.7204 xxx 0.0 xxx 0.6 600.1082232471209 0.0428 xxx xxx 3268119990
9.6268 xxx 0.0 xxx 0.6 9.4503 xxx 0.0 xxx 0.6 15.752649240411664 0.0001 xxx xxx 1884172982
10.2808 xxx 0.0 xxx 0.6 8.8858 xxx 0.0 xxx 0.6 24.730832293775357 0.0613 xxx xxx 2173745412
11.6641 xxx 0.0 xxx 0.6 11.4843 xxx 0.0 xxx 0.6 76.01184216835789 0.3717 xxx xxx 906351393
12.8202 xxx 0.0 xxx 0.6 12.6145 xxx 0.0 xxx 0.6 984.4020872579158 0.4304 xxx xxx 1805179529
11.27 xxx 0.0 xxx 0.6 8.0089 xxx 0.0 xxx 0.6 14.486636313870475 0.0686 xxx xxx 1125551892
9.5559 xxx 0.0 xxx 0.6 8.8662 xxx 0.0 xxx 0.6 20.67139887617889 0.6498 xxx xxx 1652606689
11.1526 xxx 0.0 xxx 0.6 8.1667 xxx 0.0 xxx 0.6 425.22505478691056 0.6644 xxx xxx 869403972
13.8085 xxx 0.0 xxx 0.6 11.2307 xxx 0.0 xxx 0.6 32.98401070375499 0.245 xxx xxx 385669352
13.8494 xxx 0.0 xxx 0.6 12.2517 xxx 0.0 xxx 0.6 21.10830127285768 0.1376 xxx xxx 885807675
12.1993 xxx 0.0 xxx 0.6 10.489 xxx 0.0 xxx 0.6 111.46811843679932 0.0115 xxx xxx 3859165172
14.5692 xxx 0.0 xxx 0.6 13.7662 xxx 0.0 xxx 0.6 19.767987184796 0.0679 xxx xxx 2786617607
12.5158 xxx 0.0 xxx 0.6 11.1034 xxx 0.0 xxx 0.6 16.171270789791446 0.4504 xxx xxx 1242925109
11.0761 xxx 0.0 xxx 0.6 9.4422 xxx 0.0 xxx 0.6 1616.730640424291 0.0484 xxx xxx 4161971939
