0.00000000e+00   0   1.61104255e+01   1   6.54043942e+02   2   6.54616435e+02   3   6.69729509e+02   4   7.91137521e+02   5   7.91395608e+02   6   
0.00000000e+00   0   1.27443548e+01   1   5.17224468e+02   2   5.17629776e+02   3   5.26831065e+02   4   6.09240970e+02   5   6.09415933e+02   6   
0.00000000e+00   0   1.03562987e+01   1   4.20625912e+02   2   4.20945973e+02   3   4.27121807e+02   4   4.85782722e+02   5   4.85920258e+02   6   
0.00000000e+00   0   8.63109280e+00   1   3.44451309e+02   2   3.44710781e+02   3   3.49147689e+02   4   3.93722241e+02   5   3.93828592e+02   6   
0.00000000e+00   0   7.90408881e+00   1   2.91295263e+02   2   2.91503959e+02   3   2.94795565e+02   4   3.29243859e+02   5   3.29327545e+02   6   
0.00000000e+00   0   6.71773618e+00   1   2.47037747e+02   2   2.47215799e+02   3   2.49773939e+02   4   2.77747385e+02   5   2.77815470e+02   6   
0.00000000e+00   0   5.86679418e+00   1   2.12103494e+02   2   2.12253687e+02   3   2.14281794e+02   4   2.37472528e+02   5   2.37529927e+02   6   
0.00000000e+00   0   5.01306907e+00   1   1.84245978e+02   2   1.84377400e+02   3   1.86036661e+02   4   2.05318327e+02   5   2.05368289e+02   6   
0.00000000e+00   0   4.34446339e+00   1   1.63214526e+02   2   1.63329138e+02   3   1.64710022e+02   4   1.81396351e+02   5   1.81439720e+02   6   
0.00000000e+00   0   3.94359445e+00   1   1.44560578e+02   2   1.44663076e+02   3   1.45803715e+02   4   1.60068802e+02   5   1.60107040e+02   6   
0.00000000e+00   0   3.33312431e+00   1   1.28660086e+02   2   1.28750689e+02   3   1.29726898e+02   4   1.42175485e+02   5   1.42210349e+02   6   
0.00000000e+00   0   3.20865472e+00   1   1.15935121e+02   2   1.16016498e+02   3   1.16844921e+02   4   1.27813302e+02   5   1.27844533e+02   6   
0.00000000e+00   0   2.83865921e+00   1   1.04863509e+02   2   1.04932899e+02   3   1.05645766e+02   4   1.15367014e+02   5   1.15393940e+02   6   
0.00000000e+00   0   2.55858630e+00   1   9.55032360e+01   2   9.55669142e+01   3   9.61828140e+01   4   1.04761734e+02   5   1.04786806e+02   6   
0.00000000e+00   0   2.34138052e+00   1   8.72233545e+01   2   8.72813231e+01   3   8.78373236e+01   4   9.55272269e+01   5   9.55515921e+01   6   
0.00000000e+00   0   2.21107161e+00   1   8.00796669e+01   2   8.01333861e+01   3   8.06139104e+01   4   8.75872319e+01   5   8.76095988e+01   6   
0.00000000e+00   0   2.07857236e+00   1   7.38879705e+01   2   7.39375989e+01   3   7.43679828e+01   4   8.07019483e+01   5   8.07221327e+01   6   
0.00000000e+00   0   1.86975809e+00   1   6.84253746e+01   2   6.84709193e+01   3   6.88571198e+01   4   7.46391948e+01   5   7.46581117e+01   6   
0.00000000e+00   0   1.73792277e+00   1   6.36171305e+01   2   6.36601517e+01   3   6.39997634e+01   4   6.92659624e+01   5   6.92830265e+01   6   
0.00000000e+00   0   1.56565268e+00   1   5.93429135e+01   2   5.93825967e+01   3   5.96879402e+01   4   6.45031628e+01   5   6.45189211e+01   6   
0.00000000e+00   0   1.50326130e+00   1   5.58078321e+01   2   5.58452901e+01   3   5.61252785e+01   4   6.06170709e+01   5   6.06312929e+01   6   
0.00000000e+00   0   1.44326667e+00   1   5.19582323e+01   2   5.19937071e+01   3   5.22473180e+01   4   5.64128436e+01   5   5.64260594e+01   6   
0.00000000e+00   0   1.33214384e+00   1   4.88591400e+01   2   4.88926520e+01   3   4.91249623e+01   4   5.29589707e+01   5   5.29720578e+01   6   
0.00000000e+00   0   1.21632911e+00   1   4.63799057e+01   2   4.64114626e+01   3   4.66183723e+01   4   5.02482259e+01   5   5.02602749e+01   6   
