0.00000000e+00   0   2.20667196e+01   1   8.93293711e+02   2   8.94210895e+02   3   9.17107153e+02   4   1.14738736e+03   5   1.14792635e+03   6   
0.00000000e+00   0   1.83727799e+01   1   7.02003587e+02   2   7.02694229e+02   3   7.16996409e+02   4   8.88773827e+02   5   8.89220936e+02   6   
0.00000000e+00   0   1.40536904e+01   1   5.61060829e+02   2   5.61606008e+02   3   5.71474278e+02   4   7.01302795e+02   5   7.01653987e+02   6   
0.00000000e+00   0   1.19139645e+01   1   4.59907028e+02   2   4.60323998e+02   3   4.67455852e+02   4   5.63674210e+02   5   5.63946325e+02   6   
0.00000000e+00   0   1.02175792e+01   1   3.81306962e+02   2   3.81644712e+02   3   3.87011752e+02   4   4.61303670e+02   5   4.61515230e+02   6   
0.00000000e+00   0   8.45158745e+00   1   3.20522188e+02   2   3.20804743e+02   3   3.24990827e+02   4   3.81901595e+02   5   3.82069174e+02   6   
0.00000000e+00   0   7.74440276e+00   1   2.73362329e+02   2   2.73594071e+02   3   2.76934322e+02   4   3.22170560e+02   5   3.22297882e+02   6   
0.00000000e+00   0   6.52320935e+00   1   2.34570807e+02   2   2.34766873e+02   3   2.37475835e+02   4   2.73668929e+02   5   2.73779305e+02   6   
0.00000000e+00   0   5.71586843e+00   1   2.03462018e+02   2   2.03630403e+02   3   2.05873955e+02   4   2.35835047e+02   5   2.35926079e+02   6   
0.00000000e+00   0   4.99004880e+00   1   1.78204099e+02   2   1.78346277e+02   3   1.80215298e+02   4   2.05119566e+02   5   2.05196118e+02   6   
0.00000000e+00   0   3.63310769e+00   1   1.31982685e+02   2   1.32084190e+02   3   1.33312169e+02   4   1.50194839e+02   5   1.50247216e+02   6   
0.00000000e+00   0   2.81296373e+00   1   1.01815315e+02   2   1.01890479e+02   3   1.02723155e+02   4   1.14777747e+02   5   1.14816134e+02   6   
0.00000000e+00   0   2.25117303e+00   1   8.09222806e+01   2   8.09827402e+01   3   8.15960902e+01   4   9.06413209e+01   5   9.06713516e+01   6   
0.00000000e+00   0   1.80769552e+00   1   6.61305619e+01   2   6.61780581e+01   3   6.66337260e+01   4   7.36692422e+01   5   7.36934638e+01   6   
0.00000000e+00   0   1.71682437e+00   1   6.12911933e+01   2   6.13351932e+01   3   6.17434875e+01   4   6.82232987e+01   5   6.82454864e+01   6   
0.00000000e+00   0   1.57486984e+00   1   5.70773984e+01   2   5.71185768e+01   3   5.74835437e+01   4   6.34020188e+01   5   6.34228613e+01   6   
0.00000000e+00   0   1.25590519e+00   1   4.68728213e+01   2   4.69071397e+01   3   4.71798462e+01   4   5.18263215e+01   5   5.18434181e+01   6   
0.00000000e+00   0   1.06751669e+00   1   4.05271987e+01   2   4.05561723e+01   3   4.07709764e+01   4   4.46779396e+01   5   4.46920482e+01   6   
0.00000000e+00   0   9.77865077e-01   1   3.54678956e+01   2   3.54937555e+01   3   3.56715960e+01   4   3.90090809e+01   5   3.90210409e+01   6   
0.00000000e+00   0   7.11019546e-01   1   2.81625153e+01   2   2.81836606e+01   3   2.83107364e+01   4   3.08684779e+01   5   3.08778444e+01   6   
0.00000000e+00   0   5.83170150e-01   1   2.31416937e+01   2   2.31593389e+01   3   2.32513642e+01   4   2.52608848e+01   5   2.52683576e+01   6   
0.00000000e+00   0   4.19501369e-01   1   1.69283439e+01   2   1.69417389e+01   3   1.70006025e+01   4   1.84142426e+01   5   1.84193368e+01   6   
0.00000000e+00   0   3.38972365e-01   1   1.33973243e+01   2   1.34080516e+01   3   1.34511520e+01   4   1.45893334e+01   5   1.45932180e+01   6   
0.00000000e+00   0   2.56281740e-01   1   1.11298722e+01   2   1.11391717e+01   3   1.11726521e+01   4   1.20757815e+01   5   1.20791782e+01   6   
0.00000000e+00   0   2.28326354e-01   1   9.59090549e+00   2   9.59921433e+00   3   9.62732369e+00   4   1.04021898e+01   5   1.04051929e+01   6   
0.00000000e+00   0   1.89608891e-01   1   8.48695483e+00   2   8.49439901e+00   3   8.51944818e+00   4   9.19812497e+00   5   9.20081503e+00   6   
0.00000000e+00   0   1.26129668e-01   1   5.73298447e+00   2   5.73854618e+00   3   5.75547636e+00   4   6.32449193e+00   5   6.32597185e+00   6   
0.00000000e+00   0   9.63298353e-02   1   4.63174008e+00   2   4.63630978e+00   3   4.65027574e+00   4   5.10130855e+00   5   5.10339908e+00   6   
0.00000000e+00   0   7.84412990e-02   1   4.04383578e+00   2   4.04819951e+00   3   4.06047741e+00   4   4.46631285e+00   5   4.46814401e+00   6   
0.00000000e+00   0   7.13673701e-02   1   3.66801195e+00   2   3.67211574e+00   3   3.67987491e+00   4   4.04160445e+00   5   4.04326013e+00   6   
0.00000000e+00   0   6.52056326e-02   1   3.41344626e+00   2   3.41746796e+00   3   3.42763701e+00   4   3.79512837e+00   5   3.79671955e+00   6   
0.00000000e+00   0   5.90343274e-02   1   3.22446686e+00   2   3.22848508e+00   3   3.23960621e+00   4   3.60260484e+00   5   3.60415320e+00   6   
0.00000000e+00   0   5.81857686e-02   1   3.07608363e+00   2   3.08004066e+00   3   3.09127452e+00   4   3.44930900e+00   5   3.45085835e+00   6   
0.00000000e+00   0   5.30117818e-02   1   2.95877175e+00   2   2.96269575e+00   3   2.97393487e+00   4   3.32623077e+00   5   3.32776175e+00   6   
0.00000000e+00   0   4.52773958e-02   1   2.62409196e+00   2   2.62784649e+00   3   2.63885550e+00   4   2.97390380e+00   5   2.97528122e+00   6   
0.00000000e+00   0   3.77650649e-02   1   2.45324275e+00   2   2.45682203e+00   3   2.46771678e+00   4   2.78713700e+00   5   2.78846765e+00   6   
0.00000000e+00   0   3.71987017e-02   1   2.35408675e+00   2   2.35758185e+00   3   2.36845674e+00   4   2.67874219e+00   5   2.68001303e+00   6   
0.00000000e+00   0   3.35875487e-02   1   2.25977671e+00   2   2.26314582e+00   3   2.27393664e+00   4   2.57359785e+00   5   2.57480658e+00   6   
0.00000000e+00   0   3.40603886e-02   1   2.20540958e+00   2   2.20871110e+00   3   2.21948137e+00   4   2.51509132e+00   5   2.51629270e+00   6   
0.00000000e+00   0   3.16693242e-02   1   2.17468330e+00   2   2.17800060e+00   3   2.18878255e+00   4   2.48385955e+00   5   2.48505909e+00   6   
0.00000000e+00   0   3.18103778e-02   1   2.15555101e+00   2   2.15884442e+00   3   2.16959647e+00   4   2.46380331e+00   5   2.46500094e+00   6   
0.00000000e+00   0   2.92235154e-02   1   2.14962741e+00   2   2.15296842e+00   3   2.16372301e+00   4   2.45948665e+00   5   2.46068759e+00   6   
0.00000000e+00   0   2.82006574e-02   1   2.14295608e+00   2   2.14629268e+00   3   2.15706300e+00   4   2.45196086e+00   5   2.45316026e+00   6   
0.00000000e+00   0   3.06851378e-02   1   2.14209134e+00   2   2.14539066e+00   3   2.15633006e+00   4   2.45189353e+00   5   2.45309483e+00   6   
