12.652  0.004 0.0 rapid zams  12.552  0.004 0.0 rapid zams  69.1 0.00178 end all
11.06  0.0004 0.0 rapid zams  7.837999999999999  0.0004 0.0 rapid zams  115.0 0.272 end all
9.862  0.0001 0.0 rapid zams  7.805  0.0001 0.0 rapid zams  92.1 0.413 end all
13.246  0.0004 0.0 rapid zams  10.045  0.0004 0.0 rapid zams  30.9 0.00269 end all
14.104  0.004 0.0 rapid zams  11.886  0.004 0.0 rapid zams  1600.0 0.653 end all
12.594  0.02 0.0 rapid zams  10.501  0.02 0.0 rapid zams  53.8 0.309 end all
16.926  0.0004 0.0 rapid zams  13.052  0.0004 0.0 rapid zams  228.0 0.204 end all
13.927  0.03 0.0 rapid zams  12.286  0.03 0.0 rapid zams  63.1 0.276 end all
13.72  0.002 0.0 rapid zams  12.81  0.002 0.0 rapid zams  34.4 0.32 end all
13.513  0.001 0.0 rapid zams  13.442  0.001 0.0 rapid zams  82.0 0.39 end all
12.646  0.002 0.0 rapid zams  12.403  0.002 0.0 rapid zams  33.6 0.316 end all
13.847  0.006 0.0 rapid zams  12.182  0.006 0.0 rapid zams  203.0 0.14 end all
11.703  0.0006 0.0 rapid zams  8.541  0.0006 0.0 rapid zams  353.0 0.397 end all
14.744000000000002  0.0006 0.0 rapid zams  14.005999999999998  0.0006 0.0 rapid zams  1070.0 0.208 end all
19.299  0.0004 0.0 rapid zams  12.095999999999998  0.0004 0.0 rapid zams  319.0 0.5760000000000001 end all
15.298  0.0001 0.0 rapid zams  10.3  0.0001 0.0 rapid zams  26.7 0.0718 end all
11.16  0.0006 0.0 rapid zams  9.17  0.0006 0.0 rapid zams  38.0 0.0701 end all
13.012  0.0004 0.0 rapid zams  11.796  0.0004 0.0 rapid zams  26.0 0.205 end all
17.416  0.03 0.0 rapid zams  16.262999999999998  0.03 0.0 rapid zams  2250.0 0.27 end all
13.647  0.0004 0.0 rapid zams  9.835  0.0004 0.0 rapid zams  35.8 0.252 end all
13.77  0.0008 0.0 rapid zams  10.279000000000002  0.0008 0.0 rapid zams  100.0 0.458 end all
