0.00000000e+00   0   5.70762826e+02   1   4.29233018e+04   2   4.48654064e+04   3   4.89945055e+04   4   4.91063586e+04   5   4.91064696e+04   6   
0.00000000e+00   0   4.55750954e+02   1   3.31680313e+04   2   3.50014811e+04   3   3.84910046e+04   4   3.86005567e+04   5   3.86006624e+04   6   
0.00000000e+00   0   3.69713230e+02   1   2.60904169e+04   2   2.75083359e+04   3   3.05937659e+04   4   3.07052166e+04   5   3.07053236e+04   6   
0.00000000e+00   0   3.06232694e+02   1   2.06278399e+04   2   2.19278343e+04   3   2.46195503e+04   4   2.47348979e+04   5   2.47349973e+04   6   
0.00000000e+00   0   2.59715224e+02   1   1.64890889e+04   2   1.76469236e+04   3   2.00133727e+04   4   2.01273698e+04   5   2.01274735e+04   6   
0.00000000e+00   0   2.15939725e+02   1   1.32505423e+04   2   1.42468266e+04   3   1.64280782e+04   4   1.65392943e+04   5   1.65393959e+04   6   
0.00000000e+00   0   2.08683287e+02   1   1.20989155e+04   2   1.31214040e+04   3   1.52163001e+04   4   1.53293205e+04   5   1.53294190e+04   6   
0.00000000e+00   0   1.95547316e+02   1   1.11399629e+04   2   1.21457280e+04   3   1.41113300e+04   4   1.42247111e+04   5   1.42248107e+04   6   
0.00000000e+00   0   1.83966480e+02   1   1.02738131e+04   2   1.12166076e+04   3   1.31029400e+04   4   1.32135043e+04   5   1.32136010e+04   6   
0.00000000e+00   0   1.70621261e+02   1   9.46631290e+03   2   1.03654605e+04   3   1.21809471e+04   4   1.22942566e+04   5   1.22943572e+04   6   
0.00000000e+00   0   1.64339286e+02   1   8.71820172e+03   2   9.60155082e+03   3   1.13373371e+04   4   1.14475613e+04   5   1.14476618e+04   6   
0.00000000e+00   0   1.55501029e+02   1   8.01494260e+03   2   8.84677784e+03   3   1.05642270e+04   4   1.06748877e+04   5   1.06749868e+04   6   
0.00000000e+00   0   1.43164621e+02   1   7.41011287e+03   2   8.21573547e+03   3   9.85481382e+03   4   9.96799055e+03   5   9.96808674e+03   6   
0.00000000e+00   0   1.35168159e+02   1   6.81696899e+03   2   7.62763880e+03   3   9.20363123e+03   4   9.31435716e+03   5   9.31445591e+03   6   
0.00000000e+00   0   1.30709755e+02   1   6.30272171e+03   2   7.09500193e+03   3   8.60493822e+03   4   8.71605629e+03   5   8.71615788e+03   6   
0.00000000e+00   0   1.20778931e+02   1   5.82270713e+03   2   6.60265837e+03   3   8.05484881e+03   4   8.17175053e+03   5   8.17184953e+03   6   
0.00000000e+00   0   1.15735824e+02   1   5.38629730e+03   2   6.12750675e+03   3   7.54855077e+03   4   7.65948796e+03   5   7.65958465e+03   6   
0.00000000e+00   0   1.08600784e+02   1   4.98882972e+03   2   5.72850779e+03   3   7.08197702e+03   4   7.19719316e+03   5   7.19729152e+03   6   
0.00000000e+00   0   1.03083077e+02   1   5.17698023e+03   2   5.49064692e+03   3   6.69361225e+03   4   6.80370149e+03   5   6.80380100e+03   6   
0.00000000e+00   0   9.56968668e+01   1   4.91807660e+03   2   5.18229362e+03   3   6.30891349e+03   4   6.41811783e+03   5   6.41821697e+03   6   
0.00000000e+00   0   8.99889923e+01   1   4.65996577e+03   2   4.87276808e+03   3   5.95056377e+03   4   6.06403405e+03   5   6.06412940e+03   6   
0.00000000e+00   0   8.72700202e+01   1   4.42979055e+03   2   4.60908687e+03   3   5.62031933e+03   4   5.73011829e+03   5   5.73021549e+03   6   
0.00000000e+00   0   8.25808941e+01   1   4.20552821e+03   2   4.34477447e+03   3   5.31286475e+03   4   5.42137781e+03   5   5.42146007e+03   6   
0.00000000e+00   0   7.68485924e+01   1   3.99932491e+03   2   4.12435397e+03   3   5.02813706e+03   4   5.13890103e+03   5   5.13899921e+03   6   
0.00000000e+00   0   7.44606684e+01   1   3.80539097e+03   2   3.89617726e+03   3   4.76339486e+03   4   4.87246031e+03   5   4.87255754e+03   6   
0.00000000e+00   0   7.19194168e+01   1   3.62675223e+03   2   3.69994842e+03   3   4.51727041e+03   4   4.63273938e+03   5   4.63283475e+03   6   
0.00000000e+00   0   6.88801705e+01   1   3.45724107e+03   2   3.50561418e+03   3   4.28745192e+03   4   4.40033904e+03   5   4.40043260e+03   6   
0.00000000e+00   0   6.67268463e+01   1   3.30250307e+03   2   3.34207708e+03   3   4.07348281e+03   4   4.18374618e+03   5   4.18384345e+03   6   
0.00000000e+00   0   6.38187420e+01   1   3.15742412e+03   2   3.19081291e+03   3   3.87287539e+03   4   3.98683844e+03   5   3.98693177e+03   6   
0.00000000e+00   0   6.13834635e+01   1   3.01708791e+03   2   3.04535069e+03   3   3.68401062e+03   4   3.79282070e+03   5   3.79291789e+03   6   
0.00000000e+00   0   5.91563040e+01   1   2.89203202e+03   2   2.91594180e+03   3   3.50813342e+03   4   3.62344550e+03   5   3.62354061e+03   6   
0.00000000e+00   0   5.70771296e+01   1   2.77386190e+03   2   2.79661071e+03   3   3.34235580e+03   4   3.45069610e+03   5   3.45079500e+03   6   
0.00000000e+00   0   5.64303945e+01   1   2.66020976e+03   2   2.67947749e+03   3   3.18612595e+03   4   3.29926792e+03   5   3.29935959e+03   6   
0.00000000e+00   0   5.31238840e+01   1   2.55451009e+03   2   2.57002522e+03   3   3.03944591e+03   4   3.14765390e+03   5   3.14774998e+03   6   
0.00000000e+00   0   5.26396661e+01   1   2.45221494e+03   2   2.46707795e+03   3   2.90109128e+03   4   3.01646773e+03   5   3.01656270e+03   6   
0.00000000e+00   0   5.05830932e+01   1   2.36053365e+03   2   2.37399058e+03   3   2.77157646e+03   4   2.88028248e+03   5   2.88036421e+03   6   
0.00000000e+00   0   4.84461822e+01   1   2.27142202e+03   2   2.28216522e+03   3   2.64963120e+03   4   2.75917750e+03   5   2.75925783e+03   6   
0.00000000e+00   0   4.79272353e+01   1   2.18705542e+03   2   2.19707813e+03   3   2.53499891e+03   4   2.64605981e+03   5   2.64614162e+03   6   
0.00000000e+00   0   4.65381464e+01   1   2.10539573e+03   2   2.11429067e+03   3   2.42674093e+03   4   2.53559631e+03   5   2.53567680e+03   6   
0.00000000e+00   0   4.52371977e+01   1   2.03155384e+03   2   2.03950628e+03   3   2.32583268e+03   4   2.43644318e+03   5   2.43653856e+03   6   
0.00000000e+00   0   4.37954616e+01   1   1.96091339e+03   2   1.96810992e+03   3   2.23052311e+03   4   2.34254749e+03   5   2.34264217e+03   6   
0.00000000e+00   0   4.24193058e+01   1   1.89361059e+03   2   1.89997675e+03   3   2.14098052e+03   4   2.25362666e+03   5   2.25372416e+03   6   
0.00000000e+00   0   4.10177609e+01   1   1.82825333e+03   2   1.83346551e+03   3   2.05652746e+03   4   2.16868963e+03   5   2.16878307e+03   6   
0.00000000e+00   0   3.98350995e+01   1   1.76715097e+03   2   1.77187009e+03   3   1.97737944e+03   4   2.09062105e+03   5   2.09070415e+03   6   
0.00000000e+00   0   3.88185583e+01   1   1.70766058e+03   2   1.71217797e+03   3   1.90235490e+03   4   2.01588497e+03   5   2.01598323e+03   6   
0.00000000e+00   0   3.76155498e+01   1   1.65324282e+03   2   1.65721291e+03   3   1.83246392e+03   4   1.94809305e+03   5   1.94819393e+03   6   
0.00000000e+00   0   3.66233346e+01   1   1.60150991e+03   2   1.60542855e+03   3   1.76695612e+03   4   1.88414839e+03   5   1.88423326e+03   6   
0.00000000e+00   0   3.56611060e+01   1   1.55003530e+03   2   1.55352131e+03   3   1.70400879e+03   4   1.82504785e+03   5   1.82514667e+03   6   
0.00000000e+00   0   3.47736726e+01   1   1.50174660e+03   2   1.50511110e+03   3   1.64512638e+03   4   1.77290103e+03   5   1.77300284e+03   6   
0.00000000e+00   0   3.40078443e+01   1   1.45615242e+03   2   1.45891555e+03   3   1.58940705e+03   4   1.71469672e+03   5   1.71479729e+03   6   
0.00000000e+00   0   3.29413422e+01   1   1.41083004e+03   2   1.41342855e+03   3   1.53559937e+03   4   1.66319013e+03   5   1.66329154e+03   6   
0.00000000e+00   0   3.21109088e+01   1   1.36845610e+03   2   1.37093961e+03   3   1.48497980e+03   4   1.62197012e+03   5   1.62208066e+03   6   
0.00000000e+00   0   3.13613009e+01   1   1.32834438e+03   2   1.33063731e+03   3   1.43663850e+03   4   1.57025834e+03   5   1.57035108e+03   6   
0.00000000e+00   0   3.06449549e+01   1   1.28928854e+03   2   1.29155756e+03   3   1.39051411e+03   4   1.52878262e+03   5   1.52888005e+03   6   
0.00000000e+00   0   2.98321072e+01   1   1.25203892e+03   2   1.25415196e+03   3   1.34693736e+03   4   1.49382579e+03   5   1.49395582e+03   6   
0.00000000e+00   0   2.91148337e+01   1   1.21905367e+03   2   1.22078113e+03   3   1.30741456e+03   4   1.45777486e+03   5   1.45788512e+03   6   
0.00000000e+00   0   2.85582958e+01   1   1.18383496e+03   2   1.18566736e+03   3   1.26703598e+03   4   1.42584084e+03   5   1.42595070e+03   6   
0.00000000e+00   0   2.77842802e+01   1   1.15055912e+03   2   1.15220377e+03   3   1.22862033e+03   4   1.38976300e+03   5   1.38986300e+03   6   
0.00000000e+00   0   2.71201606e+01   1   1.12004205e+03   2   1.12162004e+03   3   1.19317457e+03   4   1.36452058e+03   5   1.36464251e+03   6   
0.00000000e+00   0   2.64307230e+01   1   1.08745456e+03   2   1.08896181e+03   3   1.15611072e+03   4   1.33881397e+03   5   1.33893720e+03   6   
0.00000000e+00   0   2.57210737e+01   1   1.05924519e+03   2   1.06065745e+03   3   1.12266817e+03   4   1.32050156e+03   5   1.32063343e+03   6   
0.00000000e+00   0   2.51009297e+01   1   1.03013155e+03   2   1.03147181e+03   3   1.07838216e+03   4   1.37422581e+03   5   1.37438489e+03   6   
0.00000000e+00   0   2.39476504e+01   1   1.00367256e+03   2   1.00497879e+03   3   1.04714699e+03   4   1.35307502e+03   5   1.35327198e+03   6   
0.00000000e+00   0   2.40793470e+01   1   9.78552953e+02   2   9.79777532e+02   3   1.01895022e+03   4   1.31645732e+03   5   1.31661893e+03   6   
0.00000000e+00   0   2.28303490e+01   1   9.53013897e+02   2   9.54203369e+02   3   9.90944821e+02   4   1.28025962e+03   5   1.28041233e+03   6   
0.00000000e+00   0   2.29603678e+01   1   9.29605499e+02   2   9.30743067e+02   3   9.65318532e+02   4   1.24591086e+03   5   1.24606486e+03   6   
0.00000000e+00   0   2.24738800e+01   1   9.04355350e+02   2   9.05467664e+02   3   9.38450990e+02   4   1.21432440e+03   5   1.21447217e+03   6   
0.00000000e+00   0   2.13197467e+01   1   8.83837306e+02   2   8.84891753e+02   3   9.16072046e+02   4   1.18537618e+03   5   1.18552526e+03   6   
0.00000000e+00   0   2.09037358e+01   1   8.60485266e+02   2   8.61505058e+02   3   8.90951968e+02   4   1.15984306e+03   5   1.15999118e+03   6   
0.00000000e+00   0   2.09563182e+01   1   8.38905807e+02   2   8.39897572e+02   3   8.68179872e+02   4   1.13096891e+03   5   1.13111780e+03   6   
0.00000000e+00   0   1.99892374e+01   1   8.18354984e+02   2   8.19316842e+02   3   8.46261360e+02   4   1.09629908e+03   5   1.09644620e+03   6   
0.00000000e+00   0   1.95221687e+01   1   7.98383120e+02   2   7.99317412e+02   3   8.24863923e+02   4   1.07028990e+03   5   1.07043732e+03   6   
0.00000000e+00   0   1.92030371e+01   1   7.80136052e+02   2   7.81024435e+02   3   8.05465075e+02   4   1.04261251e+03   5   1.04275957e+03   6   
0.00000000e+00   0   1.88346205e+01   1   7.61860699e+02   2   7.62705596e+02   3   7.85878743e+02   4   1.01774002e+03   5   1.01788470e+03   6   
0.00000000e+00   0   1.83792076e+01   1   7.44104461e+02   2   7.44923015e+02   3   7.66983287e+02   4   9.93185960e+02   5   9.93311815e+02   6   
0.00000000e+00   0   1.79399137e+01   1   7.26774317e+02   2   7.27571826e+02   3   7.48821088e+02   4   9.67618466e+02   5   9.67741414e+02   6   
0.00000000e+00   0   1.76964503e+01   1   7.08710813e+02   2   7.09409492e+02   3   7.29770315e+02   4   9.50398883e+02   5   9.50535936e+02   6   
0.00000000e+00   0   1.71731960e+01   1   6.92972603e+02   2   6.93711707e+02   3   7.13133117e+02   4   9.24908117e+02   5   9.25042542e+02   6   
0.00000000e+00   0   1.69314940e+01   1   6.77403824e+02   2   6.78125995e+02   3   6.96676976e+02   4   9.02057284e+02   5   9.02197482e+02   6   
0.00000000e+00   0   1.65549035e+01   1   6.63217783e+02   2   6.63840271e+02   3   6.81760156e+02   4   8.79158315e+02   5   8.79274618e+02   6   
0.00000000e+00   0   1.62013959e+01   1   6.47725485e+02   2   6.48368766e+02   3   6.65616186e+02   4   8.59914439e+02   5   8.60026237e+02   6   
0.00000000e+00   0   1.60252900e+01   1   6.34474097e+02   2   6.35119569e+02   3   6.51497557e+02   4   8.41400036e+02   5   8.41529370e+02   6   
0.00000000e+00   0   1.57042466e+01   1   6.20629178e+02   2   6.21255340e+02   3   6.36961751e+02   4   8.21578847e+02   5   8.21691758e+02   6   
0.00000000e+00   0   1.53965517e+01   1   6.06817980e+02   2   6.07461574e+02   3   6.22699051e+02   4   8.04501800e+02   5   8.04607584e+02   6   
0.00000000e+00   0   1.50196798e+01   1   5.93359341e+02   2   5.93923576e+02   3   6.08606749e+02   4   7.83325652e+02   5   7.83450643e+02   6   
0.00000000e+00   0   1.47928904e+01   1   5.80609566e+02   2   5.81171590e+02   3   5.95294443e+02   4   7.64122681e+02   5   7.64228970e+02   6   
0.00000000e+00   0   1.45427430e+01   1   5.68683465e+02   2   5.69214208e+02   3   5.82846748e+02   4   7.47271271e+02   5   7.47377308e+02   6   
0.00000000e+00   0   1.41824696e+01   1   5.57131733e+02   2   5.57654255e+02   3   5.70884612e+02   4   7.37193303e+02   5   7.37306566e+02   6   
0.00000000e+00   0   1.38950847e+01   1   5.45114428e+02   2   5.45619465e+02   3   5.58394528e+02   4   7.15729075e+02   5   7.15830699e+02   6   
0.00000000e+00   0   1.36658888e+01   1   5.33437506e+02   2   5.33933317e+02   3   5.46277829e+02   4   6.99183613e+02   5   6.99280244e+02   6   
0.00000000e+00   0   1.33202619e+01   1   5.22826374e+02   2   5.23306256e+02   3   5.35140357e+02   4   6.89723215e+02   5   6.89831227e+02   6   
0.00000000e+00   0   1.31614922e+01   1   5.12630834e+02   2   5.13101254e+02   3   5.24464961e+02   4   6.69219704e+02   5   6.69316726e+02   6   
0.00000000e+00   0   1.29087215e+01   1   5.02188198e+02   2   5.02645620e+02   3   5.13653844e+02   4   6.54355841e+02   5   6.54449285e+02   6   
0.00000000e+00   0   1.26514549e+01   1   4.92918301e+02   2   4.93362280e+02   3   5.04120942e+02   4   6.46414226e+02   5   6.46518901e+02   6   
0.00000000e+00   0   1.24855752e+01   1   4.82806369e+02   2   4.83237553e+02   3   4.93582140e+02   4   6.27945851e+02   5   6.28036553e+02   6   
0.00000000e+00   0   1.22363599e+01   1   4.72984397e+02   2   4.73407008e+02   3   4.83474261e+02   4   6.16042080e+02   5   6.16128790e+02   6   
0.00000000e+00   0   1.20155743e+01   1   4.64567212e+02   2   4.64966460e+02   3   4.74774109e+02   4   6.06455586e+02   5   6.06557183e+02   6   
0.00000000e+00   0   1.17130805e+01   1   4.55244248e+02   2   4.55635403e+02   3   4.65083622e+02   4   5.86614317e+02   5   5.86703254e+02   6   
0.00000000e+00   0   1.15357737e+01   1   4.46569421e+02   2   4.46949506e+02   3   4.56147134e+02   4   5.75915343e+02   5   5.76001280e+02   6   
0.00000000e+00   0   1.14787452e+01   1   4.38211321e+02   2   4.38589162e+02   3   4.47377352e+02   4   5.69160504e+02   5   5.69244190e+02   6   
0.00000000e+00   0   1.12515649e+01   1   4.30114550e+02   2   4.30475501e+02   3   4.39153928e+02   4   5.51422166e+02   5   5.51504795e+02   6   
0.00000000e+00   0   9.43055854e+00   1   3.58633546e+02   2   3.58918850e+02   3   3.65421328e+02   4   4.51541619e+02   5   4.51600522e+02   6   
0.00000000e+00   0   8.09531731e+00   1   3.03476827e+02   2   3.03685729e+02   3   3.08843093e+02   4   3.76372747e+02   5   3.76422996e+02   6   
