0.00000000e+00   0   1.88346862e+01   1   7.71100383e+02   2   7.71739200e+02   3   7.89711715e+02   4   9.59082484e+02   5   9.59512573e+02   6   
0.00000000e+00   0   1.55952266e+01   1   6.02156449e+02   2   6.02611395e+02   3   6.13677119e+02   4   7.34277392e+02   5   7.34588085e+02   6   
0.00000000e+00   0   1.28634508e+01   1   4.85092612e+02   2   4.85462461e+02   3   4.92818538e+02   4   5.76513964e+02   5   5.76733015e+02   6   
0.00000000e+00   0   1.07366275e+01   1   3.95438996e+02   2   3.95729368e+02   3   4.00982552e+02   4   4.62069153e+02   5   4.62231516e+02   6   
0.00000000e+00   0   8.61960814e+00   1   3.29382036e+02   2   3.29615187e+02   3   3.33650978e+02   4   3.79234764e+02   5   3.79357359e+02   6   
0.00000000e+00   0   7.51373605e+00   1   2.76209571e+02   2   2.76407385e+02   3   2.79459947e+02   4   3.15066911e+02   5   3.15163957e+02   6   
0.00000000e+00   0   6.10942139e+00   1   2.37758950e+02   2   2.37926857e+02   3   2.40345439e+02   4   2.68944707e+02   5   2.69022067e+02   6   
0.00000000e+00   0   5.71810032e+00   1   2.04271516e+02   2   2.04417025e+02   3   2.06385202e+02   4   2.29483678e+02   5   2.29546028e+02   6   
0.00000000e+00   0   4.84699901e+00   1   1.79219519e+02   2   1.79344162e+02   3   1.80938512e+02   4   2.00430602e+02   5   2.00484804e+02   6   
0.00000000e+00   0   4.39154456e+00   1   1.58006405e+02   2   1.58115726e+02   3   1.59448565e+02   4   1.76070338e+02   5   1.76116062e+02   6   
0.00000000e+00   0   3.81871982e+00   1   1.41269762e+02   2   1.41366376e+02   3   1.42484348e+02   4   1.56799088e+02   5   1.56838225e+02   6   
0.00000000e+00   0   3.28980063e+00   1   1.25157888e+02   2   1.25242198e+02   3   1.26217777e+02   4   1.38718251e+02   5   1.38753055e+02   6   
0.00000000e+00   0   2.95964457e+00   1   1.12599017e+02   2   1.12674436e+02   3   1.13505543e+02   4   1.24552612e+02   5   1.24583703e+02   6   
0.00000000e+00   0   2.65235246e+00   1   1.02155324e+02   2   1.02223753e+02   3   1.02955090e+02   4   1.12707869e+02   5   1.12736032e+02   6   
0.00000000e+00   0   2.59548794e+00   1   9.34978558e+01   2   9.35599525e+01   3   9.41821411e+01   4   1.02859147e+02   5   1.02884938e+02   6   
0.00000000e+00   0   2.26687545e+00   1   8.49644805e+01   2   8.50211368e+01   3   8.55770246e+01   4   9.33502073e+01   5   9.33737057e+01   6   
0.00000000e+00   0   2.17951069e+00   1   7.82659363e+01   2   7.83177532e+01   3   7.87951739e+01   4   8.58257596e+01   5   8.58469296e+01   6   
0.00000000e+00   0   1.96054015e+00   1   7.20244353e+01   2   7.20724510e+01   3   7.25041100e+01   4   7.88483457e+01   5   7.88684877e+01   6   
0.00000000e+00   0   1.76128679e+00   1   6.65690893e+01   2   6.66143523e+01   3   6.69941622e+01   4   7.28745346e+01   5   7.28926848e+01   6   
0.00000000e+00   0   1.71265747e+00   1   6.20504371e+01   2   6.20920281e+01   3   6.24362972e+01   4   6.78062584e+01   5   6.78230591e+01   6   
0.00000000e+00   0   1.59597520e+00   1   5.79928676e+01   2   5.80319965e+01   3   5.83411114e+01   4   6.32742028e+01   5   6.32898052e+01   6   
0.00000000e+00   0   1.42702794e+00   1   5.40550548e+01   2   5.40919498e+01   3   5.43743622e+01   4   5.89256089e+01   5   5.89406177e+01   6   
0.00000000e+00   0   1.43043885e+00   1   5.10288183e+01   2   5.10637657e+01   3   5.13154618e+01   4   5.55392103e+01   5   5.55530596e+01   6   
0.00000000e+00   0   1.32777998e+00   1   4.77994130e+01   2   4.78324464e+01   3   4.80613304e+01   4   5.20074852e+01   5   5.20205255e+01   6   
0.00000000e+00   0   1.21791284e+00   1   4.50282334e+01   2   4.50592850e+01   3   4.52663759e+01   4   4.89379358e+01   5   4.89503095e+01   6   
0.00000000e+00   0   1.14982319e+00   1   4.26170099e+01   2   4.26465899e+01   3   4.28397046e+01   4   4.62398467e+01   5   4.62511321e+01   6   
0.00000000e+00   0   1.09466319e+00   1   4.03151466e+01   2   4.03432443e+01   3   4.05188818e+01   4   4.37488439e+01   5   4.37603484e+01   6   
0.00000000e+00   0   1.03613928e+00   1   3.83188513e+01   2   3.83454318e+01   3   3.85105561e+01   4   4.14996230e+01   5   4.15099230e+01   6   
0.00000000e+00   0   9.38161368e-01   1   3.64027567e+01   2   3.64282684e+01   3   3.65765690e+01   4   3.94097127e+01   5   3.94201914e+01   6   
0.00000000e+00   0   9.21492322e-01   1   3.47195801e+01   2   3.47438454e+01   3   3.48847340e+01   4   3.75644498e+01   5   3.75744112e+01   6   
0.00000000e+00   0   8.75190009e-01   1   3.31343279e+01   2   3.31575493e+01   3   3.32886193e+01   4   3.58237731e+01   5   3.58333774e+01   6   
0.00000000e+00   0   8.44673110e-01   1   3.16796468e+01   2   3.17020749e+01   3   3.18249415e+01   4   3.42289356e+01   5   3.42380504e+01   6   
0.00000000e+00   0   7.89749697e-01   1   3.02666123e+01   2   3.02881610e+01   3   3.04005267e+01   4   3.26992712e+01   5   3.27082541e+01   6   
0.00000000e+00   0   7.72534968e-01   1   2.90267745e+01   2   2.90473693e+01   3   2.91533929e+01   4   3.13279604e+01   5   3.13367512e+01   6   
0.00000000e+00   0   7.32894873e-01   1   2.78398151e+01   2   2.78596402e+01   3   2.79579849e+01   4   3.00231449e+01   5   3.00314775e+01   6   
0.00000000e+00   0   6.86005451e-01   1   2.67975843e+01   2   2.68170434e+01   3   2.69099513e+01   4   2.88836357e+01   5   2.88911848e+01   6   
0.00000000e+00   0   6.48200796e-01   1   2.57786308e+01   2   2.57973368e+01   3   2.58846660e+01   4   2.77805509e+01   5   2.77873383e+01   6   
0.00000000e+00   0   6.50775354e-01   1   2.48260940e+01   2   2.48440410e+01   3   2.49268604e+01   4   2.67365084e+01   5   2.67432065e+01   6   
0.00000000e+00   0   6.12258207e-01   1   2.39979779e+01   2   2.40153115e+01   3   2.40932208e+01   4   2.58369909e+01   5   2.58434678e+01   6   
0.00000000e+00   0   5.76411450e-01   1   2.31613536e+01   2   2.31783472e+01   3   2.32514715e+01   4   2.49231792e+01   5   2.49294196e+01   6   
0.00000000e+00   0   5.68217633e-01   1   2.24098300e+01   2   2.24262606e+01   3   2.24955238e+01   4   2.41165319e+01   5   2.41225037e+01   6   
0.00000000e+00   0   4.94736119e-01   1   1.91563403e+01   2   1.91705868e+01   3   1.92258894e+01   4   2.05714817e+01   5   2.05766286e+01   6   
0.00000000e+00   0   3.97070961e-01   1   1.67375492e+01   2   1.67502426e+01   3   1.67948695e+01   4   1.79617991e+01   5   1.79663501e+01   6   
0.00000000e+00   0   3.37722252e-01   1   1.35956946e+01   2   1.36062605e+01   3   1.36400684e+01   4   1.45563779e+01   5   1.45600780e+01   6   
0.00000000e+00   0   2.92807541e-01   1   1.13703096e+01   2   1.13793148e+01   3   1.14053948e+01   4   1.21728625e+01   5   1.21759839e+01   6   
