0.00000000e+00   0   2.14521702e+01   1   8.38936126e+02   2   8.39625773e+02   3   8.59835487e+02   4   1.04898324e+03   5   1.04947017e+03   6   
0.00000000e+00   0   1.72407466e+01   1   6.50175628e+02   2   6.50682184e+02   3   6.62726821e+02   4   7.99453247e+02   5   7.99820993e+02   6   
0.00000000e+00   0   1.38194358e+01   1   5.20059937e+02   2   5.20440236e+02   3   5.28463163e+02   4   6.26693961e+02   5   6.26962967e+02   6   
0.00000000e+00   0   1.10710029e+01   1   4.21617412e+02   2   4.21922419e+02   3   4.27764645e+02   4   4.99454918e+02   5   4.99656053e+02   6   
0.00000000e+00   0   9.22572001e+00   1   3.49911855e+02   2   3.50161465e+02   3   3.54468733e+02   4   4.07277214e+02   5   4.07425750e+02   6   
0.00000000e+00   0   7.55612587e+00   1   2.93849122e+02   2   2.94056207e+02   3   2.97383675e+02   4   3.37828110e+02   5   3.37940778e+02   6   
0.00000000e+00   0   6.68793392e+00   1   2.49819528e+02   2   2.49994141e+02   3   2.52630704e+02   4   2.84500751e+02   5   2.84589381e+02   6   
0.00000000e+00   0   5.93146553e+00   1   2.14626542e+02   2   2.14776862e+02   3   2.16921741e+02   4   2.42829212e+02   5   2.42901908e+02   6   
0.00000000e+00   0   4.95955514e+00   1   1.89108760e+02   2   1.89240885e+02   3   1.90959320e+02   4   2.12416719e+02   5   2.12477988e+02   6   
0.00000000e+00   0   4.50614836e+00   1   1.65331713e+02   2   1.65445766e+02   3   1.66876574e+02   4   1.84911312e+02   5   1.84962892e+02   6   
0.00000000e+00   0   3.97503436e+00   1   1.45824478e+02   2   1.45926069e+02   3   1.47130124e+02   4   1.62494884e+02   5   1.62538924e+02   6   
0.00000000e+00   0   3.58850416e+00   1   1.31294671e+02   2   1.31385063e+02   3   1.32396072e+02   4   1.45815945e+02   5   1.45853891e+02   6   
0.00000000e+00   0   3.35535345e+00   1   1.16774857e+02   2   1.16853694e+02   3   1.17731671e+02   4   1.29401847e+02   5   1.29435607e+02   6   
0.00000000e+00   0   3.00510888e+00   1   1.05743287e+02   2   1.05813938e+02   3   1.06585471e+02   4   1.16919552e+02   5   1.16949256e+02   6   
0.00000000e+00   0   2.57520003e+00   1   9.61293556e+01   2   9.61942108e+01   3   9.68481651e+01   4   1.06013974e+02   5   1.06041032e+02   6   
0.00000000e+00   0   2.45247027e+00   1   8.77891833e+01   2   8.78472172e+01   3   8.84260379e+01   4   9.66074404e+01   5   9.66315834e+01   6   
0.00000000e+00   0   2.20343812e+00   1   8.07409686e+01   2   8.07943957e+01   3   8.13037906e+01   4   8.86457777e+01   5   8.86675212e+01   6   
0.00000000e+00   0   1.99245793e+00   1   7.40832627e+01   2   7.41332402e+01   3   7.45922633e+01   4   8.13521309e+01   5   8.13717597e+01   6   
0.00000000e+00   0   1.78692033e+00   1   6.83082339e+01   2   6.83544610e+01   3   6.87623540e+01   4   7.48884190e+01   5   7.49071431e+01   6   
0.00000000e+00   0   1.72088100e+00   1   6.34078264e+01   2   6.34509622e+01   3   6.38141794e+01   4   6.94248320e+01   5   6.94428083e+01   6   
0.00000000e+00   0   1.56753540e+00   1   5.95087403e+01   2   5.95491882e+01   3   5.98708703e+01   4   6.49740817e+01   5   6.49900880e+01   6   
0.00000000e+00   0   1.50272095e+00   1   5.51941815e+01   2   5.52318682e+01   3   5.55236609e+01   4   6.02234972e+01   5   6.02385102e+01   6   
0.00000000e+00   0   1.41133750e+00   1   5.16966017e+01   2   5.17319543e+01   3   5.19981886e+01   4   5.63614357e+01   5   5.63753471e+01   6   
0.00000000e+00   0   1.36246419e+00   1   4.85865571e+01   2   4.86202851e+01   3   4.88648669e+01   4   5.29734454e+01   5   5.29867081e+01   6   
0.00000000e+00   0   1.22543021e+00   1   4.57367891e+01   2   4.57682836e+01   3   4.59905926e+01   4   4.97751289e+01   5   4.97877933e+01   6   
0.00000000e+00   0   1.15991019e+00   1   4.34093041e+01   2   4.34393279e+01   3   4.36409936e+01   4   4.71864699e+01   5   4.71980434e+01   6   
